country_code,country_name,year,pfm_inst,digital_inst,hrms_inst,justice_inst,political_inst,social_inst,integrity_inst,transparency_inst,env_inst,gdppc,govdebt,region,income,lending
HRV,Croatia,2005,NA,0.2222222,0.5441556,NA,0.5489321,0.6412825,0.5005988,NA,NA,27643.2231429858,45.7780354850511,Europe & Central Asia,High income,IBRD
HTI,Haiti,2005,NA,0.2222222,0.3443453,NA,NA,0.5600015,0.1470373,NA,NA,3163.11380246538,NA,Latin America & Caribbean,Lower middle income,IDA
HUN,Hungary,2005,NA,0.6666667,0.7909942,NA,0.5535846,0.6501909,0.5932115,NA,NA,27848.2765928544,65.2271262545825,Europe & Central Asia,High income,Not classified
IDN,Indonesia,2005,NA,0.1111111,0.5126103,NA,0.5483088,0.6392411,0.2701585,NA,NA,7140.8545640704,NA,East Asia & Pacific,Lower middle income,IBRD
IMN,Isle of Man,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
IND,India,2005,NA,0.4444444,0.5721924,NA,0.5265738,0.6167115,0.4082223,NA,NA,3881.9661798273,62.2265261001737,South Asia,Lower middle income,IBRD
IRL,Ireland,2005,NA,0.6666667,0.7862003,NA,0.5549527,0.6388564,0.8172303,NA,NA,63771.5954977053,30.773655409402,Europe & Central Asia,High income,Not classified
IRN,"Iran, Islamic Rep.",2005,NA,0.3333333,0.4468255,NA,0.447007,0.3995762,0.2800502,NA,NA,13056.2499373752,NA,Middle East & North Africa,Lower middle income,IBRD
IRQ,Iraq,2005,NA,0.1111111,0.2664415,NA,0.519263,0.5434175,0.2084809,NA,NA,10078.4437646814,NA,Middle East & North Africa,Upper middle income,IBRD
ISL,Iceland,2005,NA,0.6666667,0.7190468,NA,0.5946457,0.6514183,0.9182608,NA,NA,55334.883375329,84.7176591672143,Europe & Central Asia,High income,Not classified
ISR,Israel,2005,NA,0.4444444,0.675941,NA,0.5443807,0.6463181,0.7468265,NA,NA,33274.8060108879,NA,Middle East & North Africa,High income,Not classified
ITA,Italy,2005,NA,0.5555556,0.7567352,NA,0.6015571,0.7105904,0.6608186,NA,NA,51761.1263478449,NA,Europe & Central Asia,High income,Not classified
JAM,Jamaica,2005,NA,0.4444444,0.6587628,NA,0.5940977,0.6522161,0.6926854,NA,NA,10119.533793938,121.00247616654,Latin America & Caribbean,Upper middle income,IBRD
JOR,Jordan,2005,NA,0.3333333,0.454078,NA,0.5979156,0.4183262,0.484314,NA,NA,9839.68850913446,79.9498072958681,Middle East & North Africa,Upper middle income,IBRD
JPN,Japan,2005,NA,0.5555556,0.7955795,NA,0.5539919,0.629727,0.7790924,NA,NA,41084.5620630809,128.207492888471,East Asia & Pacific,High income,Not classified
KAZ,Kazakhstan,2005,NA,0.4444444,0.4856924,NA,0.4348752,0.490561,0.0997362,NA,NA,20565.5294470866,NA,Europe & Central Asia,Upper middle income,IBRD
KEN,Kenya,2005,NA,0.2222222,0.5096025,NA,0.6520478,0.6290717,0.2405741,NA,NA,3844.73557120578,NA,Sub-Saharan Africa,Lower middle income,Blend
KGZ,Kyrgyz Republic,2005,NA,0.1111111,0.450308,NA,0.4516564,0.5673567,0.107378,NA,NA,4156.95889490127,NA,Europe & Central Asia,Lower middle income,IDA
KHM,Cambodia,2005,NA,0,0.2997942,NA,0.3884123,0.516319,0.0447078,NA,NA,2781.89028895255,NA,East Asia & Pacific,Lower middle income,IDA
KIR,Kiribati,2005,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,2183.78062718628,NA,East Asia & Pacific,Lower middle income,IDA
KNA,St. Kitts and Nevis,2005,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,22625.0306560256,92.3212291448103,Latin America & Caribbean,High income,IBRD
KOR,"Korea, Rep.",2005,NA,0.4444444,0.8278389,NA,0.6787757,0.6767679,0.7387666,NA,NA,31319.1098686393,NA,East Asia & Pacific,High income,Not classified
KWT,Kuwait,2005,NA,0.2222222,0.51821,NA,0.4358652,0.4595112,0.4156612,NA,NA,77800.7843573958,NA,Middle East & North Africa,High income,Not classified
LAO,Lao PDR,2005,NA,0,0.436697,NA,0.414088,0.3690025,0.2515909,NA,NA,3630.55878769378,NA,East Asia & Pacific,Lower middle income,IDA
LBN,Lebanon,2005,NA,0.4444444,0.4107937,NA,0.4505822,0.5813422,0.2666663,NA,NA,13024.6648924956,NA,Middle East & North Africa,Lower middle income,IBRD
LBR,Liberia,2005,NA,0,0.391533,NA,0.6909976,0.6964717,0.2130516,NA,NA,1335.61728880785,NA,Sub-Saharan Africa,Low income,IDA
LBY,Libya,2005,NA,0.1111111,0.3861509,NA,0.3683498,0.3505116,0.1918038,NA,NA,20644.0270766892,NA,Middle East & North Africa,Upper middle income,IBRD
LCA,St. Lucia,2005,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,19491.0510737035,52.0352250489237,Latin America & Caribbean,Upper middle income,Blend
LIE,Liechtenstein,2005,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
LKA,Sri Lanka,2005,NA,0.3333333,0.4924698,NA,0.414826,0.4700266,0.4431034,NA,NA,7452.74234124518,90.6049131149854,South Asia,Lower middle income,IBRD
LSO,Lesotho,2005,NA,0.2222222,0.4675997,NA,0.5230333,0.5624289,0.4006222,NA,NA,2275.01614419256,NA,Sub-Saharan Africa,Lower middle income,IDA
LTU,Lithuania,2005,NA,0.5555556,0.730714,NA,0.6055381,0.6235335,0.7602742,NA,NA,23944.7019171625,23.9288275179577,Europe & Central Asia,High income,Not classified
LUX,Luxembourg,2005,NA,0.3333333,0.8814852,NA,0.623345,NA,0.924758,NA,NA,124207.765468895,NA,Europe & Central Asia,High income,Not classified
LVA,Latvia,2005,NA,0.4444444,0.8013874,NA,0.5286005,0.6389144,0.7563429,NA,NA,23213.429057094,NA,Europe & Central Asia,High income,Not classified
MAC,"Macao SAR, China",2005,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,87090.6023661868,NA,East Asia & Pacific,High income,Not classified
MAF,St. Martin (French part),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
MAR,Morocco,2005,NA,0,0.4963608,NA,0.6426295,0.5129807,0.4061713,NA,NA,6103.42236328125,53.6662965686373,Middle East & North Africa,Lower middle income,IBRD
MCO,Monaco,2005,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
MDA,Moldova,2005,NA,0.2222222,0.5297184,NA,0.516237,0.5228009,0.2119537,NA,NA,8161.47344724765,32.4251035801551,Europe & Central Asia,Upper middle income,IBRD
MDG,Madagascar,2005,NA,0.4444444,0.4435385,NA,0.4083528,0.5610831,0.3092126,NA,NA,1653.93255402623,NA,Sub-Saharan Africa,Low income,IDA
MDV,Maldives,2005,NA,0.2222222,0.4829185,NA,0.5084277,0.4886187,0.2924221,NA,NA,13861.1846060231,33.9271150397616,South Asia,Upper middle income,IDA
MEX,Mexico,2005,NA,0.2222222,0.4369203,NA,0.5639382,0.6123776,0.3951918,NA,NA,20277.2552856489,NA,Latin America & Caribbean,Upper middle income,IBRD
MHL,Marshall Islands,2005,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,4075.15864759642,NA,East Asia & Pacific,Upper middle income,IDA
MKD,North Macedonia,2005,NA,0.6666667,0.5041207,NA,0.6004518,0.5910326,0.3834044,NA,NA,13354.5332541182,NA,Europe & Central Asia,Upper middle income,IBRD
MLI,Mali,2005,NA,0.5555556,0.3518834,NA,0.4726956,0.6039484,0.1424708,NA,NA,2091.44986755017,NA,Sub-Saharan Africa,Low income,IDA
MLT,Malta,2005,NA,0.4444444,0.700599,NA,0.5062764,NA,0.642847,NA,NA,32732.3392207025,NA,Middle East & North Africa,High income,Not classified
MMR,Myanmar,2005,NA,0,0.3125797,NA,NA,0.4286501,0.0992725,NA,NA,2377.9025816296,NA,East Asia & Pacific,Lower middle income,IDA
MNE,Montenegro,2005,NA,0.3333333,0.4876242,NA,NA,NA,0.3686278,NA,NA,16326.7578438699,NA,Europe & Central Asia,Upper middle income,IBRD
MNG,Mongolia,2005,NA,0.4444444,0.5489999,NA,0.5419149,0.6834518,0.338181,NA,NA,7499.84803935428,NA,East Asia & Pacific,Lower middle income,IBRD
MNP,Northern Mariana Islands,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
MOZ,Mozambique,2005,NA,0.1111111,0.4533502,NA,0.4849673,0.5818086,0.417519,NA,NA,970.38995609863,NA,Sub-Saharan Africa,Low income,IDA
MRT,Mauritania,2005,NA,0.2222222,0.2896668,NA,0.3322411,0.5579294,0.200403,NA,NA,5445.82951721956,NA,Sub-Saharan Africa,Lower middle income,IDA
MUS,Mauritius,2005,NA,0.3333333,0.6050793,NA,0.5051211,0.6448006,0.4445505,NA,NA,15205.6615966894,41.1387968950545,Sub-Saharan Africa,Upper middle income,IBRD
MWI,Malawi,2005,NA,0.3333333,0.4792083,NA,0.5502021,0.5776233,0.3316786,NA,NA,1214.74264190512,NA,Sub-Saharan Africa,Low income,IDA
MYS,Malaysia,2005,NA,0.4444444,0.5187698,NA,0.4329379,0.51911909999999994,0.3215788,NA,NA,20767.5857243346,42.0675597614326,East Asia & Pacific,Upper middle income,IBRD
NAM,Namibia,2005,NA,0.3333333,0.6111141,NA,0.5007879,0.6349729,0.6462106,NA,NA,9245.1365329555,NA,Sub-Saharan Africa,Upper middle income,IBRD
NCL,New Caledonia,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
NER,Niger,2005,NA,0.3333333,0.6177152,NA,0.6711805,0.545495,0.3509554,NA,NA,1233.87551052205,NA,Sub-Saharan Africa,Low income,IDA
NGA,Nigeria,2005,NA,0.2222222,0.3411861,NA,0.5339037,0.6445897,0.1224314,NA,NA,4372.97561105085,NA,Sub-Saharan Africa,Lower middle income,Blend
NIC,Nicaragua,2005,NA,0.4444444,0.3651184,NA,0.43783300000000003,0.590185,0.2953466,NA,NA,5313.02210348324,NA,Latin America & Caribbean,Lower middle income,IDA
NLD,Netherlands,2005,NA,0.2222222,0.8528168,NA,0.6233965,0.6342492,0.8925686,NA,NA,58422.0134559296,NA,Europe & Central Asia,High income,Not classified
NOR,Norway,2005,NA,0.3333333,0.8895106,NA,0.6772972,0.6710668,0.935802,NA,NA,84079.996231824,NA,Europe & Central Asia,High income,Not classified
NPL,Nepal,2005,NA,0.4444444,0.5453125,NA,0.6591442,0.5840322,0.2384292,NA,NA,2580.23106308364,51.7646230480547,South Asia,Lower middle income,IDA
NRU,Nauru,2005,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,7284.04093103542,NA,East Asia & Pacific,High income,IBRD
NZL,New Zealand,2005,NA,0.5555556,0.8106147,NA,0.5942191,0.6613545,0.9201809,NA,NA,40835.1853127496,44.1698490827743,East Asia & Pacific,High income,Not classified
OMN,Oman,2005,NA,0.1111111,0.5816458,NA,0.3614975,NA,0.6363151,NA,NA,41551.1413844552,NA,Middle East & North Africa,High income,Not classified
PAK,Pakistan,2005,NA,0.1111111,0.5089061,NA,0.6101795,0.5719494,0.1869852,NA,NA,4042.15457513378,NA,South Asia,Lower middle income,Blend
PAN,Panama,2005,NA,0.2222222,0.5888094,NA,0.5704343,0.6282699,0.4058943,NA,NA,16867.9609254194,NA,Latin America & Caribbean,High income,IBRD
PER,Peru,2005,NA,0.7777778,0.5441754,NA,0.6236719,0.6684963,0.4689904,NA,NA,8951.54717191217,NA,Latin America & Caribbean,Upper middle income,IBRD
PHL,Philippines,2005,NA,0.4444444,0.5975413,NA,0.4695853,0.6111761,0.22015,NA,NA,5386.81653712891,65.7097431233166,East Asia & Pacific,Lower middle income,IBRD
PLW,Palau,2005,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,17382.3033603922,NA,East Asia & Pacific,Upper middle income,IBRD
PNG,Papua New Guinea,2005,NA,0.5555556,0.5748388,NA,0.4491819,NA,0.3275212,NA,NA,3136.58568245049,NA,East Asia & Pacific,Lower middle income,Blend
POL,Poland,2005,NA,0.2222222,0.7714058,NA,0.5889069,0.7020315,0.8378611,NA,NA,21568.9476594356,NA,Europe & Central Asia,High income,IBRD
PRI,Puerto Rico,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,42555.7081154719,NA,Latin America & Caribbean,High income,Not classified
PRT,Portugal,2005,NA,0.4444444,0.7207429,NA,0.5881284,0.6608528,0.838829,NA,NA,35870.3093300277,NA,Europe & Central Asia,High income,Not classified
PRY,Paraguay,2005,NA,0.1111111,0.3668868,NA,0.5339112,0.5947176,0.1962546,NA,NA,10290.1008222945,NA,Latin America & Caribbean,Upper middle income,IBRD
PSE,West Bank and Gaza,2005,NA,NA,0.3958582,NA,NA,NA,0.5864131,NA,NA,4885.07252184444,NA,Middle East & North Africa,Lower middle income,Not classified
PYF,French Polynesia,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
QAT,Qatar,2005,NA,0.1111111,0.5048415,NA,NA,0.3096703,0.5330985,NA,NA,107784.523488672,NA,Middle East & North Africa,High income,Not classified
ROU,Romania,2005,NA,NA,0.5407284,NA,0.5776715,0.6511375,0.2950438,NA,NA,20569.9074968796,19.3532253673283,Europe & Central Asia,High income,IBRD
RUS,Russian Federation,2005,NA,0.4444444,0.5443274,NA,0.4663523,0.5445961,0.2915322,NA,NA,27937.998046875,16.6608684477983,Europe & Central Asia,Upper middle income,IBRD
RWA,Rwanda,2005,NA,0.2222222,0.3797221,NA,0.6353663,0.4529715,0.4697648,NA,NA,1359.13432076622,NA,Sub-Saharan Africa,Low income,IDA
SAU,Saudi Arabia,2005,NA,0.2222222,0.5219146,NA,0.2684081,0.3305834,0.4224842,NA,NA,50638.950583661,NA,Middle East & North Africa,High income,Not classified
SDN,Sudan,2005,NA,0.2222222,0.3023168,NA,0.4522416,0.3767627,0.1924988,NA,NA,4152.32275390625,NA,Sub-Saharan Africa,Low income,IDA
SEN,Senegal,2005,NA,0.3333333,0.5655019,NA,0.5490349,0.632767,0.5823184,NA,NA,3301.82076160815,NA,Sub-Saharan Africa,Lower middle income,IDA
SGP,Singapore,2005,NA,0.4444444,0.854719,NA,0.5422155,0.513477,0.9760903,NA,NA,81487.7295599192,94.9666937754733,East Asia & Pacific,High income,Not classified
SLB,Solomon Islands,2005,NA,0.2222222,0.522873,NA,0.4089225,NA,0.366218,NA,NA,2287.25998868002,NA,East Asia & Pacific,Lower middle income,IDA
SLE,Sierra Leone,2005,NA,0.1111111,0.4908913,NA,0.5091317,0.6301196,0.2553065,NA,NA,2071.60866516476,NA,Sub-Saharan Africa,Low income,IDA
SLV,El Salvador,2005,NA,0.6666667,0.3546414,NA,0.4017618,0.6243196,0.2429827,NA,NA,8050.5345128919,56.2158116750578,Latin America & Caribbean,Lower middle income,IBRD
SMR,San Marino,2005,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,81632.1748989576,39.3423254303621,Europe & Central Asia,High income,Not classified
SOM,Somalia,2005,NA,0,0.1738433,NA,0.5200325,0.5188923,0.067807,NA,NA,830.50920262352,NA,Sub-Saharan Africa,Low income,IDA
SRB,Serbia,2005,NA,0,0.5990862,NA,NA,NA,0.3713731,NA,NA,15077.629134246,NA,Europe & Central Asia,Upper middle income,IBRD
SSD,South Sudan,2005,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income,IDA
STP,São Tomé and Príncipe,2005,NA,0.1111111,0.5271637,NA,0.5375944,NA,0.5429199,NA,NA,4371.49721644128,NA,Sub-Saharan Africa,Lower middle income,IDA
SUR,Suriname,2005,NA,0.3333333,0.4144137,NA,0.52363440000000006,NA,0.6550424,NA,NA,19220.2839696605,NA,Latin America & Caribbean,Upper middle income,IBRD
SVK,Slovak Republic,2005,NA,0.6666667,0.6781039,NA,0.5246516,0.6274865,0.6293427,NA,NA,23257.1408810899,38.7749111423096,Europe & Central Asia,High income,Not classified
SVN,Slovenia,2005,NA,0.6666667,0.7847634,NA,0.598166,0.656072,0.6418557,NA,NA,35567.3044432774,NA,Europe & Central Asia,High income,Not classified
SWE,Sweden,2005,NA,0.3333333,0.844929,NA,0.6573369,0.6889436,0.9951892,NA,NA,53205.8786720232,57.947191474548,Europe & Central Asia,High income,Not classified
SWZ,Eswatini,2005,NA,0.3333333,0.3767835,NA,0.4205674,0.397635,0.3985317,NA,NA,7198.57102384503,NA,Sub-Saharan Africa,Lower middle income,IBRD
SXM,Sint Maarten (Dutch part),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
SYC,Seychelles,2005,NA,0.1111111,0.608517,NA,0.512312,0.535019,0.5996243,NA,NA,19917.1194534221,NA,Sub-Saharan Africa,High income,IBRD
SYR,Syrian Arab Republic,2005,NA,0.2222222,0.4205984,NA,0.323322,0.297006,0.0941837,NA,NA,8828.94590461523,NA,Middle East & North Africa,Low income,IDA
TCA,Turks and Caicos Islands,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
TCD,Chad,2005,NA,0.3333333,0.3371357,NA,0.3266048,0.4799194,0.0224235,NA,NA,1957.28859552986,NA,Sub-Saharan Africa,Low income,IDA
TGO,Togo,2005,NA,0.2222222,0.3380088,NA,0.5105342,0.5702142,0.1575123,NA,NA,1944.77951063788,NA,Sub-Saharan Africa,Low income,IDA
THA,Thailand,2005,NA,0.5555556,0.6147693,NA,0.4989286,0.5948766,0.2501434,NA,NA,14457.740966196,25.4581282780769,East Asia & Pacific,Upper middle income,IBRD
TJK,Tajikistan,2005,NA,0,0.2474488,NA,0.330174,0.4458676,0.064511,NA,NA,1965.30020458256,NA,Europe & Central Asia,Lower middle income,IDA
TKM,Turkmenistan,2005,NA,0.1111111,0.2772337,NA,0.3112648,NA,0.099001,NA,NA,5945.95239804804,NA,Europe & Central Asia,Upper middle income,IBRD
TLS,Timor-Leste,2005,NA,NA,0.4148097,NA,0.4780218,0.5516359,0.6270417,NA,NA,3264.03002463395,NA,East Asia & Pacific,Lower middle income,Blend
TON,Tonga,2005,NA,0.5555556,NA,NA,NA,NA,NA,NA,NA,5828.370535929,NA,East Asia & Pacific,Upper middle income,IDA
TTO,Trinidad and Tobago,2005,NA,0.3333333,0.6050537,NA,0.5836524,0.6354657,0.7398176,NA,NA,29770.6887752558,NA,Latin America & Caribbean,High income,IBRD
TUN,Tunisia,2005,NA,0.5555556,0.4653256,NA,0.483528,0.4080857,0.1705665,NA,NA,10470.7813980127,52.4205297222421,Middle East & North Africa,Lower middle income,IBRD
TUR,Türkiye,2005,NA,0.4444444,0.5695072,NA,0.4821571,0.5741666,0.4088004,NA,NA,17659.8983161707,NA,Europe & Central Asia,Upper middle income,IBRD
TUV,Tuvalu,2005,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,3488.53277128877,NA,East Asia & Pacific,Upper middle income,IDA
TWN,"Taiwan, China",2005,NA,0.6666667,0.7868358,NA,NA,0.6447659,0.6139476,NA,NA,NA,NA,NA,NA,NA
TZA,Tanzania,2005,NA,0.4444444,0.5272329,NA,0.7494377,0.5779454,0.4827692,NA,NA,2253.09326171875,NA,Sub-Saharan Africa,Lower middle income,IDA
UGA,Uganda,2005,NA,0.2222222,0.4571618,NA,0.7132729,0.5272874,0.2305238,NA,NA,1765.03788457066,NA,Sub-Saharan Africa,Low income,IDA
UKR,Ukraine,2005,NA,0.3333333,0.4578066,NA,0.4997419,0.6556743,0.1644369,NA,NA,15610.5732421875,NA,Europe & Central Asia,Lower middle income,IBRD
URY,Uruguay,2005,NA,0.6666667,0.8063663,NA,0.6092846,0.6800411,0.8549112,NA,NA,18872.4353515664,76.1144597080025,Latin America & Caribbean,High income,IBRD
USA,United States,2005,NA,NA,0.8506534,NA,0.5697682,NA,0.8946967,NA,NA,59604.7536359083,56.5388574158363,North America,High income,Not classified
UZB,Uzbekistan,2005,NA,0.3333333,0.4073951,NA,0.4220822,0.3475633,0.0751834,NA,NA,4160.95512970835,NA,Europe & Central Asia,Lower middle income,Blend
VCT,St. Vincent and the Grenadines,2005,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,12186.1430110348,54.2704239409077,Latin America & Caribbean,Upper middle income,Blend
VEN,"Venezuela, RB",2005,NA,0.3333333,0.4144996,NA,0.4391976,0.5583637,0.0931081,NA,NA,NA,NA,Latin America & Caribbean,Not classified,IBRD
VGB,British Virgin Islands,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VIR,Virgin Islands (U.S.),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,57838.0977142823,NA,Latin America & Caribbean,High income,Not classified
VNM,Vietnam,2005,NA,0.1111111,0.4779665,NA,0.5623257,0.5616027,0.4331661,NA,NA,5776.36304451268,NA,NA,NA,NA
VUT,Vanuatu,2005,NA,0.6666667,0.6193821,NA,0.578872,NA,0.4283279,NA,NA,3089.43704029871,NA,East Asia & Pacific,Lower middle income,IDA
WSM,Samoa,2005,NA,0.5555556,NA,NA,NA,NA,NA,NA,NA,5914.88970593014,NA,East Asia & Pacific,Lower middle income,IDA
XKX,Kosovo,2005,NA,NA,0.4846661,NA,NA,NA,0.3777895,NA,NA,NA,NA,Europe & Central Asia,Upper middle income,IDA
YEM,"Yemen, Rep.",2005,NA,0.4444444,0.2531514,NA,0.3756068,0.4473878,0.1116548,NA,NA,NA,NA,Middle East & North Africa,Low income,IDA
ZAF,South Africa,2005,NA,0.6666667,0.5888761,NA,0.5289614,0.6751075,0.473293,NA,NA,12877.3063105512,NA,Sub-Saharan Africa,Upper middle income,IBRD
ZMB,Zambia,2005,NA,0.2222222,0.4991241,NA,0.5421559,0.6080428,0.7329413,NA,NA,2564.47560965912,NA,Sub-Saharan Africa,Low income,IDA
ZWE,Zimbabwe,2005,NA,0.3333333,0.4310667,NA,0.5045234,0.5575275,0.1934432,NA,NA,2642.17436757019,NA,Sub-Saharan Africa,Lower middle income,Blend
ABW,Aruba,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,40335.4176892185,NA,Latin America & Caribbean,High income,Not classified
AFG,Afghanistan,2006,NA,0.2222222,0.3965248,NA,0.6221171,0.5644801,0.0884532,NA,NA,1929.72389709372,NA,South Asia,Low income,IDA
AGO,Angola,2006,0.0504025,0.5555556,0.3252741,NA,0.3961278,0.4659358,0.1010926,NA,NA,8435.4550466421,NA,Sub-Saharan Africa,Lower middle income,IBRD
ALB,Albania,2006,0.2671672,0.1111111,0.4873627,NA,0.5501899,0.6308581,0.252786,NA,NA,9465.96609641689,NA,Europe & Central Asia,Upper middle income,IBRD
AND,Andorra,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,66390.293726491,NA,Europe & Central Asia,High income,Not classified
ARE,United Arab Emirates,2006,NA,0.1111111,0.4812107,NA,0.3028178,0.3415892,0.8018576,NA,NA,92044.5126089174,NA,Middle East & North Africa,High income,Not classified
ARG,Argentina,2006,0.4274884,0.5555556,0.6270146,NA,0.6790457,0.6875576,0.3834798,NA,NA,24877.2493922296,NA,Latin America & Caribbean,Upper middle income,IBRD
ARM,Armenia,2006,NA,0.2222222,0.4775916,NA,0.4879159,0.5957753,0.1480416,NA,NA,9525.23146779778,NA,Europe & Central Asia,Upper middle income,IBRD
ASM,American Samoa,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income,Not classified
ATG,Antigua and Barbuda,2006,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,30833.5176024317,NA,Latin America & Caribbean,High income,IBRD
AUS,Australia,2006,NA,0.8888889,0.9147683,NA,0.5811109,0.6776257,0.8032851,NA,NA,50602.3502510337,21.439297308383,East Asia & Pacific,High income,Not classified
AUT,Austria,2006,NA,0.7777778,0.767964,NA,0.5660248,0.6818256,0.7705517,NA,NA,58531.5097539258,71.0906232773076,Europe & Central Asia,High income,Not classified
AZE,Azerbaijan,2006,0.3225991,0.2222222,0.3188738,NA,0.3836157,0.4591032,0.0422694,NA,NA,13172.5812939603,NA,Europe & Central Asia,Upper middle income,IBRD
BDI,Burundi,2006,NA,0.3333333,0.2021616,NA,0.596877,0.5431569,0.2137804,NA,NA,954.190853889464,NA,Sub-Saharan Africa,Low income,IDA
BEL,Belgium,2006,NA,0.5555556,0.7964655,NA,0.7287952,0.6525643,0.9062878,NA,NA,55392.0545011526,89.3755663540236,Europe & Central Asia,High income,Not classified
BEN,Benin,2006,NA,0.2222222,0.5768675,NA,0.577787,0.6102047,0.35157,NA,NA,2652.21841967159,NA,Sub-Saharan Africa,Lower middle income,IDA
BFA,Burkina Faso,2006,0.1206391,0.7777778,0.6077784,NA,0.533832,0.6257388,0.4848765,NA,NA,1714.76034904509,NA,Sub-Saharan Africa,Low income,IDA
BGD,Bangladesh,2006,0.4234052,0.2222222,0.3926139,NA,0.5591832,0.533144,0.1578606,NA,NA,3407.4273502159,NA,South Asia,Lower middle income,IDA
BGR,Bulgaria,2006,0.5068514,0.5555556,0.7385813,NA,0.5706162,0.645321,0.5260401,NA,NA,19018.2322678952,27.7378918497081,Europe & Central Asia,Upper middle income,IBRD
BHR,Bahrain,2006,NA,0.5555556,0.4777906,NA,0.299868,0.4743472,0.303131,NA,NA,52691.9326137642,20.2540605565848,Middle East & North Africa,High income,Not classified
BHS,"Bahamas, The",2006,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,35778.7287115087,22.7774542844919,Latin America & Caribbean,High income,Not classified
BIH,Bosnia and Herzegovina,2006,NA,0.6666667,0.4243025,NA,0.5290377,0.6405916,0.3097528,NA,NA,10427.654318128,NA,Europe & Central Asia,Upper middle income,IBRD
BLR,Belarus,2006,NA,0.4444444,0.5877727,NA,0.5650014,0.5010222,0.4857271,NA,NA,18349.8719017491,6.64440183178372,Europe & Central Asia,Upper middle income,IBRD
BLZ,Belize,2006,NA,0.7777778,NA,NA,NA,NA,NA,NA,NA,12900.1113839766,67.0722433460076,Latin America & Caribbean,Upper middle income,IBRD
BMU,Bermuda,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,114250.093078247,NA,North America,High income,Not classified
BOL,Bolivia,2006,0.2215611,0.6666667,0.5030086,NA,0.6257893,0.6540908,0.2996324,NA,NA,6778.38492393241,NA,Latin America & Caribbean,Lower middle income,IBRD
BRA,Brazil,2006,0.7936069,0.7777778,0.7651424,NA,0.5997804,0.7044749,0.4223596,NA,NA,15657.4795729144,NA,Latin America & Caribbean,Upper middle income,IBRD
BRB,Barbados,2006,NA,0.5555556,0.7464702,NA,0.5011403,NA,0.773667,NA,NA,20571.8104442863,62.3690591999655,Latin America & Caribbean,High income,Not classified
BRN,Brunei Darussalam,2006,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,102248.510372603,NA,East Asia & Pacific,High income,Not classified
BTN,Bhutan,2006,NA,0.1111111,0.6354687,NA,0.5052997,0.5137534,0.774826,NA,NA,7140.85609157052,71.297555656776,South Asia,Lower middle income,IDA
BWA,Botswana,2006,0.7005324,0.5555556,0.6789804,NA,0.4891234,0.6022424,0.7116855,NA,NA,15275.6145509753,6.02356808660498,Sub-Saharan Africa,Upper middle income,IBRD
CAF,Central African Republic,2006,NA,0.1111111,0.2991982,NA,0.5210441,0.5407273,0.1665001,NA,NA,1251.87082171335,NA,Sub-Saharan Africa,Low income,IDA
CAN,Canada,2006,NA,NA,0.7832429,NA,0.5904917,0.6407474,0.8652655,NA,NA,53136.4812073413,43.2916781929928,North America,High income,Not classified
